   69.23612      -1.570772       329.1239      1.2060463E-03  2.4835268E-07
  9.5496944E-12  2.1855036E-05  1.7136335E-07  1.2417634E-08 -6.8212103E-13
  -57.68264     -1.3916079E-04 -5.9356289E-06 -9.0483177E-15   73.82559    
  -1.570768       328.9514      1.4674086E-03  2.3283064E-07  3.1832315E-12
  2.4866313E-05  1.2181699E-06 -5.8207661E-08 -2.8421709E-13  -57.69592    
 -1.6928393E-04 -4.2025931E-06 -1.5612511E-15   79.13006      -1.570765    
   331.7859      1.7673688E-03 -4.3826944E-08  1.2732926E-11  0.0000000E+00
 -4.4703484E-08 -4.3826944E-08  1.1937118E-12  -58.15696     -2.0433422E-04
  1.4791593E-06  3.8385961E-14   83.08373      -1.570761       328.9483    
  2.0967741E-03 -8.2784226E-08 -6.3664629E-12 -1.0761949E-05 -1.0021031E-06
 -1.0348028E-08 -1.2505552E-12  -57.67533     -2.4163361E-04 -1.0244548E-06
 -8.1636087E-15   88.57750      -1.570757       332.1730      2.4728042E-03
  5.4899016E-07  5.4569682E-12 -3.1998283E-05  7.4878335E-07  7.8427163E-08
  2.2737368E-13  -58.27401     -2.8609362E-04  2.5880965E-06 -1.4377388E-14
   92.76434      -1.570753       330.4106      2.8912243E-03  0.0000000E+00
 -1.4551915E-11  1.9595027E-05 -8.5681677E-07 -1.3038516E-07 -1.8189894E-12
  -57.92468     -3.3356750E-04  1.4714897E-06  2.1982416E-14   97.61314    
  -1.570748       331.0504      3.3547061E-03  0.0000000E+00 -3.5470293E-11
 -1.7526605E-05  1.4267862E-06 -1.7739478E-07 -1.1368684E-13  -58.01614    
 -3.8695356E-04  1.8094267E-06 -1.7291724E-14   102.2161      -1.570743    
   330.8261      3.8634127E-03 -1.3546510E-07 -2.7284841E-11 -1.4156103E-05
 -9.3132257E-07 -1.1853196E-07 -1.1368684E-13  -57.98241     -4.4565729E-04
 -2.6923690E-06  8.9928065E-15   106.7987      -1.570738       330.5479    
  4.4224290E-03 -1.2957531E-07  0.0000000E+00 -1.3281469E-05  3.7252903E-08
