Nb de periode :   286
 0.1500
  0.120605E-02 -0.181899E-11  0.287386E-05 -0.682121E-12 -0.145681E-03  0.491127E-10
  0.954969E-11  0.120612E-02 -0.211458E-10  0.145749E-03  0.341061E-11 -0.453610E-09
  0.171363E-06 -0.372529E-08  0.790622E+01  0.000000E+00 -0.110827E-06  0.558794E-08
 -0.682121E-12  0.139139E-03  0.113687E-12  0.168816E-04  0.426326E-13 -0.129697E-08
 -0.139161E-03 -0.227374E-12 -0.110337E-05  0.568434E-13  0.168937E-04 -0.301270E-11
 -0.904832E-14  0.248644E-08 -0.277556E-15  0.127649E-09 -0.184575E-14  0.453875E-07
 0.1600
  0.146741E-02  0.318323E-11  0.131674E-06 -0.682121E-12 -0.177392E-03  0.200089E-10
  0.318323E-11  0.146718E-02 -0.113687E-10  0.177306E-03 -0.250111E-11 -0.118007E-08
  0.121817E-05  0.569969E-06  0.844062E+01  0.186265E-08  0.122935E-06  0.279397E-07
 -0.284217E-12  0.169211E-03 -0.198952E-11  0.204723E-04 -0.142109E-13  0.255227E-10
 -0.169284E-03  0.568434E-12  0.565306E-07 -0.198952E-12  0.204904E-04  0.139266E-11
 -0.156125E-14  0.189791E-08 -0.229677E-14  0.948009E-10 -0.127329E-14  0.231695E-08
 0.1700
  0.176737E-02  0.818545E-11  0.656686E-06  0.227374E-12 -0.213554E-03  0.363798E-10
  0.127329E-10  0.176701E-02  0.472937E-10  0.213520E-03  0.204636E-11  0.162981E-08
 -0.447035E-07 -0.607222E-06  0.896094E+01  0.707805E-07 -0.406057E-06 -0.372529E-08
  0.119371E-11  0.204360E-03 -0.164846E-11  0.247034E-04  0.170530E-12  0.649749E-09
 -0.204334E-03  0.341061E-12 -0.104202E-06  0.341061E-12  0.246925E-04  0.531486E-11
  0.383860E-13 -0.142479E-08  0.177636E-14 -0.150897E-09  0.225098E-13  0.109713E-06
 0.1800
  0.209677E-02 -0.636646E-11  0.187666E-05  0.113687E-11 -0.253391E-03  0.470664E-10
 -0.636646E-11  0.209673E-02  0.400178E-10  0.253443E-03  0.909495E-12 -0.463615E-08
 -0.100210E-05 -0.733882E-06  0.950632E+01  0.121072E-06 -0.124797E-06 -0.260770E-07
 -0.125056E-11  0.241786E-03 -0.864020E-11  0.292637E-04  0.000000E+00 -0.216573E-10
 -0.241634E-03 -0.568434E-12 -0.405075E-06  0.198952E-12  0.292252E-04 -0.100613E-10
 -0.816361E-14 -0.388166E-08  0.122125E-14 -0.143976E-08  0.206501E-13  0.117471E-06
 0.1900
  0.247280E-02 -0.727596E-11  0.682732E-06  0.682121E-12 -0.298864E-03 -0.818545E-11
  0.545697E-11  0.247279E-02 -0.156888E-09  0.298858E-03 -0.250111E-11  0.218188E-08
  0.748783E-06  0.212342E-06  0.100189E+02  0.186265E-08 -0.322238E-06 -0.279397E-07
  0.227374E-12  0.286042E-03  0.227374E-12  0.345991E-04 -0.369482E-12  0.247400E-08
 -0.286094E-03 -0.113687E-12 -0.407475E-06  0.568434E-13  0.346161E-04 -0.341061E-11
 -0.143774E-13 -0.331431E-08  0.174838E-14  0.900396E-09  0.380522E-14  0.147889E-06
 0.2000
  0.289122E-02 -0.454747E-11  0.104936E-05  0.409273E-11 -0.349564E-03  0.130967E-09
 -0.145519E-10  0.289136E-02  0.363798E-11  0.349604E-03  0.250111E-11 -0.235377E-08
 -0.856817E-06 -0.905246E-06  0.105754E+02  0.894070E-07 -0.590459E-06 -0.633299E-07
 -0.181899E-11  0.333613E-03 -0.278533E-10  0.403861E-04  0.852651E-13  0.378805E-09
 -0.333567E-03 -0.227374E-11 -0.472175E-06  0.454747E-12  0.403837E-04 -0.209184E-10
  0.219824E-13 -0.258205E-08 -0.176942E-15 -0.602079E-09  0.589806E-14  0.201093E-06
 0.2100
  0.335471E-02 -0.909495E-12  0.658476E-06  0.227374E-11 -0.405725E-03 -0.391083E-10
 -0.354703E-10  0.335453E-02 -0.218279E-10  0.405748E-03  0.227374E-11  0.200998E-09
  0.142679E-05 -0.379980E-06  0.111109E+02  0.502914E-07 -0.216067E-06 -0.558794E-08
 -0.113687E-12  0.387047E-03  0.727596E-11  0.468807E-04 -0.227374E-12  0.999080E-09
 -0.386954E-03 -0.682121E-12 -0.660428E-06  0.568434E-12  0.468580E-04 -0.625278E-11
 -0.172917E-13  0.102840E-08  0.119349E-14  0.379815E-09 -0.227596E-14  0.223866E-06
 0.2200
  0.386341E-02 -0.636646E-11  0.211515E-05 -0.227374E-11 -0.467654E-03 -0.331966E-10
 -0.272848E-10  0.386304E-02  0.271939E-09  0.467498E-03  0.272848E-11  0.331056E-09
 -0.931323E-06  0.168011E-05  0.116485E+02  0.372529E-08  0.236556E-06 -0.242144E-07
 -0.113687E-12  0.445667E-03  0.268301E-10  0.539619E-04  0.568434E-12 -0.273189E-09
 -0.445657E-03 -0.909495E-12 -0.961669E-06  0.170530E-12  0.540007E-04 -0.108002E-11
  0.899281E-14  0.139591E-08  0.120292E-14  0.208324E-08 -0.144511E-14  0.284559E-06
 0.2300
  0.442243E-02  0.000000E+00  0.160521E-05  0.318323E-11 -0.534819E-03 -0.161890E-09
  0.000000E+00  0.442242E-02  0.406544E-09  0.534881E-03  0.227374E-11  0.197724E-08
  0.372529E-07  0.164658E-05  0.121853E+02 -0.689179E-07  0.931323E-08 -0.931323E-08
  0.159162E-11  0.510543E-03  0.185310E-10  0.618031E-04 -0.170530E-12  0.150567E-08
 -0.510444E-03 -0.159162E-11 -0.101900E-05  0.113687E-12  0.618022E-04  0.318323E-11
 -0.401901E-13 -0.330723E-08 -0.242861E-15 -0.671947E-09 -0.427609E-15  0.351955E-06
 0.2400
  0.503507E-02  0.545697E-11  0.341109E-05  0.000000E+00 -0.608976E-03  0.818545E-10
  0.545697E-11  0.503497E-02 -0.255568E-09  0.608948E-03 -0.127329E-10 -0.316504E-09
 -0.260770E-06  0.350177E-06  0.127194E+02  0.521541E-07 -0.286847E-06 -0.372529E-07
  0.136424E-11  0.581683E-03  0.193268E-10  0.703519E-04 -0.682121E-12 -0.359364E-09
 -0.581726E-03 -0.454747E-12 -0.555424E-06 -0.130740E-11  0.703318E-04  0.101181E-10
  0.781597E-13  0.279735E-08 -0.832667E-15  0.250816E-08 -0.132394E-13  0.288934E-06
 0.2500
  0.570053E-02 -0.291038E-10  0.213959E-05  0.272848E-11 -0.689709E-03  0.836735E-10
 -0.491127E-10  0.570016E-02 -0.166438E-09  0.689552E-03 -0.227374E-11  0.290129E-08
  0.655651E-06  0.715256E-06  0.132649E+02 -0.108033E-06  0.216067E-06 -0.372529E-08
 -0.682121E-12  0.658060E-03  0.311502E-10  0.796451E-04  0.852651E-12  0.661998E-09
 -0.658019E-03  0.272848E-11 -0.650229E-06  0.625278E-12  0.796383E-04  0.170530E-11
  0.976996E-14 -0.382704E-08  0.111022E-15 -0.844501E-09  0.383027E-14  0.270924E-06
 0.2600
  0.642538E-02  0.000000E+00  0.167368E-05 -0.118234E-10 -0.777351E-03  0.104592E-09
  0.200089E-10  0.642581E-02  0.240107E-09  0.777385E-03 -0.181899E-11 -0.472937E-09
  0.238419E-06 -0.469387E-06  0.138065E+02 -0.316650E-07  0.502914E-06  0.372529E-08
  0.432010E-11  0.741939E-03  0.816271E-10  0.897880E-04 -0.113687E-11 -0.465320E-09
 -0.741945E-03 -0.159162E-11 -0.748464E-06  0.852651E-12  0.898225E-04  0.126192E-10
  0.115463E-13  0.127581E-08  0.832667E-16  0.722694E-09 -0.223710E-13  0.226789E-06
 0.2700
  0.721322E-02 -0.363798E-10  0.232258E-05 -0.545697E-11 -0.872824E-03 -0.143700E-09
 -0.181899E-10  0.721319E-02  0.982254E-10  0.872773E-03  0.909495E-12  0.442924E-08
  0.983477E-06 -0.156462E-05  0.143504E+02 -0.316650E-07  0.223517E-07  0.260770E-07
 -0.909495E-11  0.832700E-03  0.106866E-10  0.100780E-03  0.000000E+00  0.715318E-09
 -0.832845E-03 -0.341061E-11 -0.876931E-06 -0.227374E-12  0.100835E-03 -0.360387E-10
  0.114353E-13 -0.610750E-08 -0.119349E-14 -0.182763E-08  0.486416E-14  0.137861E-06
 0.2800
  0.806910E-02  0.145519E-10 -0.146276E-06  0.454747E-11 -0.976727E-03 -0.252840E-09
  0.763976E-10  0.806927E-02  0.360160E-09  0.976846E-03 -0.545697E-11 -0.361615E-08
  0.827014E-06  0.210851E-05  0.148956E+02  0.745058E-07 -0.255182E-06  0.149012E-07
 -0.432010E-11  0.931707E-03  0.231921E-10  0.112844E-03 -0.227374E-12 -0.103432E-08
 -0.931634E-03  0.909495E-12 -0.490593E-06  0.795808E-12  0.112763E-03 -0.201226E-10
  0.128786E-13  0.504631E-09  0.152656E-14 -0.176892E-08  0.323352E-14  0.175660E-06
 0.2900
  0.899384E-02  0.000000E+00 -0.127670E-05 -0.181899E-11 -0.108923E-02 -0.141881E-09
  0.000000E+00  0.899349E-02  0.320142E-09  0.108927E-02  0.454747E-11 -0.275577E-08
 -0.169128E-05  0.968575E-07  0.154408E+02 -0.173226E-06  0.244007E-06  0.223517E-07
  0.545697E-11  0.103870E-02 -0.197815E-10  0.125855E-03  0.125056E-11  0.121531E-08
 -0.103879E-02 -0.227374E-11  0.539211E-06  0.341061E-12  0.125891E-03 -0.352429E-10
 -0.253131E-13  0.157061E-08 -0.929812E-15 -0.234790E-09  0.291503E-13  0.333239E-06
 0.3000
  0.998567E-02  0.109139E-10 -0.678925E-06  0.272848E-11 -0.120922E-02  0.343789E-09
  0.327418E-10  0.998607E-02  0.274667E-09  0.120935E-02  0.636646E-11 -0.594810E-09
  0.119209E-06 -0.172853E-05  0.159876E+02  0.391155E-07 -0.201166E-06 -0.707805E-07
 -0.227374E-11  0.115353E-02 -0.220552E-10  0.139838E-03  0.682121E-12  0.184582E-08
 -0.115350E-02  0.636646E-11 -0.111941E-07 -0.227374E-12  0.139777E-03 -0.613909E-11
 -0.266454E-14 -0.584393E-08 -0.860423E-15 -0.235762E-08 -0.216632E-13  0.228483E-06
 0.3100
  0.110507E-01 -0.363798E-10 -0.223353E-05  0.636646E-11 -0.133751E-02  0.711225E-09
  0.109139E-10  0.110509E-01  0.945874E-10  0.133761E-02 -0.636646E-11 -0.491673E-08
 -0.171363E-05 -0.722706E-06  0.165359E+02  0.189990E-06  0.186265E-07 -0.409782E-07
  0.636646E-11  0.127651E-02  0.638920E-10  0.154592E-03  0.682121E-12 -0.275440E-08
 -0.127652E-02  0.000000E+00  0.650810E-06  0.159162E-11  0.154539E-03 -0.420641E-10
 -0.133227E-14  0.196407E-08  0.113798E-14  0.164139E-08  0.298459E-14  0.153991E-06
 0.3200
  0.121951E-01 -0.400178E-10 -0.470969E-06  0.454747E-11 -0.147642E-02 -0.105501E-09
 -0.472937E-10  0.121948E-01  0.931323E-09  0.147637E-02  0.000000E+00 -0.234650E-09
  0.543892E-06 -0.122190E-05  0.170864E+02 -0.335276E-07  0.461936E-06 -0.260770E-07
 -0.113687E-10  0.140884E-02 -0.295586E-10  0.170613E-03  0.102318E-11  0.313116E-08
 -0.140896E-02  0.181899E-11 -0.202406E-06  0.125056E-11  0.170691E-03  0.902673E-10
  0.102141E-13 -0.434515E-08  0.316414E-14 -0.161104E-08 -0.113243E-13  0.241328E-06
 0.3300
  0.134171E-01  0.109139E-10 -0.133558E-05 -0.363798E-11 -0.162442E-02  0.429281E-09
 -0.727596E-10  0.134167E-01  0.327418E-09  0.162434E-02 -0.909495E-11  0.418186E-08
 -0.274926E-05 -0.856817E-06  0.176397E+02  0.521541E-07  0.201166E-06  0.260770E-07
 -0.773070E-11  0.154982E-02 -0.454747E-12  0.187669E-03  0.227374E-11 -0.167461E-08
 -0.154976E-02  0.318323E-11  0.505748E-06 -0.272848E-11  0.187620E-03  0.229647E-10
 -0.932587E-14 -0.356234E-08  0.199840E-14 -0.188376E-08 -0.122125E-14  0.169820E-06
 0.3400
  0.147216E-01  0.363798E-10  0.117311E-05 -0.218279E-10 -0.178220E-02  0.100044E-08
  0.291038E-10  0.147214E-01  0.117143E-08  0.178217E-02  0.727596E-11 -0.175351E-08
 -0.126660E-06  0.298023E-06  0.181927E+02 -0.119209E-06 -0.238419E-06  0.447035E-07
 -0.500222E-11  0.170101E-02  0.800355E-10  0.205957E-03  0.682121E-12 -0.856971E-09
 -0.170112E-02  0.682121E-11 -0.781624E-06  0.454747E-12  0.205983E-03 -0.977707E-11
 -0.155431E-14  0.961620E-09  0.294209E-14 -0.140339E-09  0.154599E-13  0.120470E-06
 0.3500
  0.161112E-01 -0.436557E-10  0.157283E-05 -0.363798E-11 -0.195063E-02  0.782165E-10
  0.509317E-10  0.161111E-01  0.385626E-09  0.195064E-02  0.236469E-10  0.232831E-09
 -0.119209E-06 -0.144541E-05  0.187492E+02 -0.856817E-07  0.290573E-06 -0.633299E-07
  0.909495E-12  0.186184E-02  0.800355E-10  0.225482E-03 -0.909495E-12  0.741238E-09
 -0.186176E-02  0.363798E-11  0.370318E-06 -0.113687E-11  0.225462E-03  0.477485E-10
  0.000000E+00 -0.385417E-08 -0.113798E-14 -0.364384E-09 -0.971445E-14  0.132527E-06
 0.3600
  0.175916E-01  0.363798E-10  0.300078E-05  0.181899E-10 -0.213008E-02 -0.101863E-09
  0.000000E+00  0.175920E-01  0.352884E-09  0.213019E-02 -0.909495E-11 -0.476939E-08
 -0.195950E-05  0.284612E-05  0.193082E+02 -0.528991E-06 -0.458211E-06  0.298023E-07
  0.909495E-11  0.203308E-02 -0.122782E-10  0.246161E-03  0.181899E-11 -0.726686E-09
 -0.203307E-02 -0.909495E-12 -0.358763E-06 -0.136424E-11  0.246213E-03  0.293312E-10
 -0.333067E-15  0.639947E-09 -0.305311E-15 -0.102607E-08 -0.652256E-15  0.137991E-07
 0.3700
  0.191661E-01  0.727596E-11 -0.146642E-05  0.127329E-10 -0.232148E-02  0.425644E-09
  0.363798E-10  0.191661E-01  0.538421E-09  0.232137E-02 -0.363798E-11  0.607542E-08
 -0.157207E-05 -0.213087E-05  0.198693E+02 -0.119209E-06  0.264496E-06  0.260770E-07
 -0.100044E-10  0.221517E-02 -0.100044E-09  0.268283E-03  0.113687E-11  0.188720E-08
 -0.221530E-02  0.818545E-11  0.661746E-06 -0.136424E-11  0.268331E-03 -0.518412E-10
 -0.122125E-14  0.430992E-08  0.999201E-15  0.568472E-09  0.534295E-15 -0.187320E-07
 0.3800
  0.208305E-01 -0.218279E-10  0.815635E-08  0.109139E-10 -0.252408E-02  0.662112E-09
  0.582077E-10  0.208310E-01  0.112777E-09  0.252416E-02  0.163709E-10 -0.945874E-09
  0.457466E-05 -0.388920E-05  0.204301E+02  0.819564E-07  0.685453E-06 -0.372529E-07
  0.909495E-11  0.240792E-02  0.623004E-10  0.291768E-03 -0.295586E-11  0.750788E-09
 -0.240781E-02 -0.363798E-11  0.135643E-05 -0.227374E-12  0.291717E-03 -0.709406E-10
  0.444089E-15  0.528742E-08 -0.832667E-15  0.261006E-08 -0.105194E-13 -0.107788E-06
 0.3900
  0.226009E-01  0.291038E-10  0.674005E-06 -0.145519E-10 -0.273959E-02 -0.283762E-09
  0.436557E-10  0.226003E-01 -0.230284E-08  0.273938E-02  0.218279E-10 -0.296131E-08
 -0.178069E-05  0.524521E-05  0.209928E+02 -0.156462E-06 -0.819564E-07 -0.372529E-08
  0.909495E-12  0.261309E-02  0.677574E-10  0.316711E-03  0.454747E-11  0.386763E-08
 -0.261332E-02 -0.636646E-11  0.112035E-05 -0.409273E-11  0.316696E-03 -0.300133E-10
  0.399680E-14  0.229566E-08  0.133227E-14  0.105859E-08  0.527356E-15  0.242515E-08
 0.4000
  0.244694E-01  0.727596E-10  0.387481E-06  0.218279E-10 -0.296493E-02  0.152795E-09
 -0.436557E-10  0.244702E-01  0.120053E-08  0.296511E-02  0.000000E+00  0.628279E-08
  0.350177E-06 -0.923872E-06  0.215566E+02  0.596046E-07  0.204891E-06 -0.372529E-07
 -0.227374E-10  0.282976E-02  0.877662E-10  0.342871E-03  0.000000E+00  0.204227E-08
 -0.282960E-02 -0.181899E-11  0.105138E-06  0.568434E-11  0.342844E-03  0.132786E-09
  0.275335E-13 -0.289697E-08 -0.777156E-15 -0.117120E-08 -0.496825E-14 -0.125647E-06
 0.4100
  0.264475E-01 -0.145519E-10  0.175296E-05 -0.181899E-10 -0.320443E-02 -0.265572E-09
 -0.116415E-09  0.264476E-01 -0.523869E-09  0.320438E-02  0.472937E-10  0.563887E-08
  0.581145E-06 -0.655651E-06  0.221229E+02  0.447035E-07  0.614673E-06  0.931323E-07
  0.363798E-11  0.305901E-02  0.782165E-10  0.370605E-03 -0.204636E-11 -0.471346E-08
 -0.305920E-02  0.909495E-12 -0.287037E-06 -0.909495E-12  0.370677E-03  0.154614E-10
 -0.253131E-13  0.242927E-08  0.194289E-15 -0.244922E-08  0.480171E-14  0.137259E-06
 0.4200
  0.285409E-01  0.145519E-10  0.595108E-06 -0.363798E-11 -0.345907E-02  0.126602E-08
  0.101863E-09  0.285404E-01 -0.167347E-09  0.345909E-02  0.181899E-10  0.254659E-08
 -0.178814E-06 -0.147521E-05  0.226917E+02 -0.745058E-07 -0.447035E-06  0.115484E-06
